Age,YearsOfWorking,Gender,Residence,RecentJob.Position,RecentJob.Firm,RecentJob.StartDate,RecentJob.EndDate,Position,Industry,HistoryJob1.Position,HistoryJob1.Firm,HistoryJob1.StartDate,HistoryJob1.EndDate,HistoryJob2.Position,HistoryJob2.Firm,HistoryJob2.StartDate,HistoryJob2.EndDate,EducationBackground,Major,University,ExpectedSalary.LowerLimit,ExpectedSalary.UpperLimit,RecentJob.Months,HistoryJob1.Months,HistoryJob2.Months
26,0,男,上海-闵行区,,,,,,,,,,,,,,,本科,计算机科学,University of Dayton,1500,1999,,,
28,0,女,上海,高级项目经理  ,  兴业证券  ,5/1/2012,9/1/2013,投资银行业务,金融/投资/证券,软件测试  ,  sap labs china   ,4/1/2011,2/1/2012,,,,,硕士,金融工程,格拉斯哥大学,8000,9999,16,10,
24,0,女,上海,,,,,,,,,,,,,,,硕士,电气信息工程,墨尔本大学,1500,1999,,,
26,7,男,上海-嘉定区,测试工程师  ,  上海伟创力科技电子有限公司  ,6/1/2012,,硬件测试,通信/电信/网络设备,PE工艺工程师  ,  上海达丰电脑有限公司   ,3/1/2010,6/1/2012,,,,,本科,机械电子工程/机电一体化,湖南工学院,,,,27,
40,12,男,上海-闵行区,模块诊断与编程主任工程师  ,  泛亚汽车技术中心有限公司  ,10/1/2007,,其他,汽车及零配件,软件工程师  ,  埃派克森微电子（上海）有限公司   ,7/1/2006,10/1/2007,软件工程师  ,  上海永新显示技术有限公司   ,1/1/2006,6/1/2006,硕士,通信工程,杜伊斯堡-艾森总合大学,,,,15,5
25,0,男,上海-嘉定区,学生实践  ,  虚拟现实APP测试工程师  ,5/1/2016,8/1/2016,实习生,计算机软件,Android测试工程师  ,  上海乐相科技有限公司   ,5/1/2016,8/1/2016,,,,,硕士,通信工程,早稻田大学,10000,14999,3,3,
37,15,男,上海,工程/设备工程师  ,  新加坡联华电子有限公司  ,5/1/2006,,工程/设备工程师,电子技术/半导体/集成电路,设备工程师  ,  上海市宏力半导体制造有限公司   ,3/1/2004,5/1/2006,工程/设备工程师  ,  松下半导体   ,5/1/2002,3/1/2004,MBA,工商管理类,上海交通大学,,,,26,22
24,0,男,上海,,,,,,,,,,,,,,,硕士,通信工程,曼彻斯特大学,10000,14999,,,
24,1,男,上海-浦东新区,其他  ,  上海坤睿企业咨询管理有限公司  ,4/1/2016,5/1/2016,其他,专业服务(咨询、人力资源、财会),学生实践  ,  见习生   ,5/1/2015,5/1/2015,学生实践  ,  会计出纳   ,6/1/2014,8/1/2014,硕士,财务管理,英国赫瑞瓦特大学,6000,7999,1,0,2
27,4,男,上海-闵行区,软件测试工程师  ,  软通动力信息技术（集团）有限公司  ,3/1/2016,,软件工程师,计算机软件,软件测试工程师  ,  文思海辉技术有限公司pactera technology international limited   ,3/1/2014,3/1/2016,软件测试工程师  ,  吉比艾软件研发有限公司   ,6/1/2013,1/1/2014,本科,工商管理,马来西亚林登大学,10000,14999,,24,7
32,4,女,上海-杨浦区,Web前端开发  ,  Reverse Internet  ,3/1/2014,6/1/2015,Web前端开发,计算机软件,软件测试工程师  ,  中航工业集团   ,8/1/2007,8/1/2009,,,,,硕士,计算机科学,乔治华盛顿大学,10000,14999,15,24,
24,2,男,上海-黄浦区,技术支持工程师  ,  上海金罡石智能科技有限公司（河马动画所属）  ,5/1/2016,,售前/售后技术支持工程师,机械/设备/重工,规划与设计助理  ,  上海幻景渥泰投资管理有限公司（美国mirage）   ,7/1/2015,2/1/2016,学生实践  ,  工程技术大学-日本山形大学-韩国公州大学联合产学合作   ,7/1/2014,8/1/2014,本科,机械设计制造及其自动化,上海工程技术大学,6000,7999,,7,1
23,0,女,上海,学生实践  ,  重庆中软国际股份有限公司（实习）  ,2/1/2013,3/1/2013,实习生,,学生实践  ,  北京视科达科技有限公司（暑期自主实践）   ,7/1/2012,8/1/2012,,,,,硕士,计算机科学与技术类,日本早稻田大学,10000,14999,1,1,
31,1,女,上海,软件测试  ,  公安部第三研究所  ,3/1/2012,8/1/2012,实习生,计算机软件,实习生  ,  AMD上海研发中心   ,3/1/2011,12/1/2011,实习生  ,  SHARP上海研发中心   ,9/1/2010,2/1/2011,博士,计算机科学,法国图卢兹第三大学,10000,14999,5,9,5
30,9,男,上海,风险管理/控制  ,  Paypal  ,9/1/2015,,风险管理/控制,互联网/电子商务,财务助理/文员  ,  择鲜餐饮（上海）有限公司财务部门 （实习）   ,6/1/2014,9/1/2014,软件测试  ,  2K Game   ,7/1/2008,3/1/2009,硕士,经济学,日本成城大学,10000,14999,,3,8
24,3,男,上海-嘉定区,学生实践  ,  竹间智能科技（上海）有限公司实习生  ,8/1/2016,,实习生,计算机软件,学生实践  ,  国家自然科学基金重点项目   ,11/1/2015,,,,,,硕士,软件工程,同济大学,,,,,
33,12,女,上海-浦东新区,项目经理  ,  十印（上海）信息技术有限公司  ,7/1/2013,,项目经理,计算机服务(系统、数据服务、维修),海外商务经理  ,  上海悠游网软件科技有限公司   ,4/1/2013,5/1/2013,（海外）国际咨询室室长  ,  郑大模运动医学诊所   ,3/1/2012,2/1/2013,硕士,朝鲜语,中央大学（韩国）,10000,14999,,1,11
26,5,女,上海-闵行区,技术支持/维护经理  ,  微软(中国)上海分公司  ,1/1/2016,,技术支持/维护经理,互联网/电子商务,电信通讯网络支撑人员  ,  中国电信永顺分公司   ,8/1/2012,7/1/2014,,,,,硕士,信息管理和信息系统,英国谢菲尔德大学,8000,9999,,23,
29,6,男,上海-浦东新区,互联网软件开发工程师  ,  高知特信息技术（上海）有限公司  ,9/1/2014,,互联网软件开发工程师,互联网/电子商务,互联网软件开发工程师  ,  them°altima°group   ,6/1/2014,7/1/2014,互联网软件开发工程师  ,  中软国际科技服务有限公司   ,10/1/2012,4/1/2014,硕士,电子信息科学与技术,Saint Joseph‘s University,10000,14999,,1,18
24,2,男,上海-虹口区,学生实践  ,  图像识别  ,1/1/2016,5/1/2016,实习生,,学生实践  ,  智能照明系统设计--智能照明终端部分   ,3/1/2015,6/1/2015,学生实践  ,  智能门窗设计   ,6/1/2014,8/1/2014,硕士,电子信息工程,芬兰图尔库大学,15000,19999,4,3,2
39,17,女,上海-闵行区,,,,,系统测试,电子技术/半导体/集成电路,,,,,,,,,硕士,计算机工程,Syracuse University,1500,1999,,,
45,17,男,上海-长宁区,软件工程师  ,  Cisco Systems Ltd.  ,12/1/2011,4/1/2014,软件工程师,通信/电信/网络设备,软件测试  ,  Intple   ,2/1/2011,12/1/2011,测试经理  ,  Dextrys   ,6/1/2010,12/1/2010,硕士,计算机应用,"University of Sydney, Australia",,,28,10,6
26,2,女,上海-嘉定区,学生实践  ,  东方海外（OOCL）软件研发部门实习  ,11/1/2015,5/1/2016,实习生,交通/运输/物流,软件工程师  ,  东方海外货柜航运(中国)有限公司   ,11/1/2015,5/1/2016,学生实践  ,  医院危险品气瓶追踪系统   ,10/1/2015,3/1/2016,硕士,计算机科学与技术,Tongji University,10000,14999,6,6,5
27,3,男,上海-长宁区,软件测试  ,  hcl technologies Limited  ,6/1/2014,6/1/2016,投资/理财顾问,金融/投资/证券,,,,,,,,,硕士,信息管理和信息系统,美国华盛顿大学,10000,14999,24,,
36,14,女,上海,客服经理  ,  EnTech China  ,5/1/2007,,客服主管,外包服务,业务管理  ,  新世界显示器(苏州)有限公司   ,4/1/2005,3/1/2007,手机软件测试  ,  烟台浪潮LG数字移动通信有限公司   ,7/1/2003,4/1/2005,本科,朝鲜语,韩国江南大学,10000,14999,,23,21
31,9,女,上海-闵行区,,,,,,,,,,,,,,,博士,测控技术与仪器,上海交通大学,10000,14999,,,
30,8,女,上海-徐汇区,项目经理  ,  钢钢网电子商务（上海）股份有限公司  ,1/1/2016,,项目执行/协调人员,互联网/电子商务,项目执行/协调人员  ,  Applause，uTest   ,6/1/2013,1/1/2016,（海外）软件测试  ,  文斯海辉（新加坡）   ,6/1/2011,6/1/2013,本科,英语,东北石油大学,20000,24999,,31,24
25,1,女,上海-徐汇区,软件工程师  ,  上海申通网络技术有限公司  ,3/1/2016,6/1/2016,软件工程师,计算机软件,,,,,,,,,硕士,计算机信息管理,英国苏赛克斯大学,6000,7999,3,,
37,14,男,上海-浦东新区,技术经理  ,  雅鲁藏布软件有限公司  ,5/1/2015,,手机应用开发工程师,互联网/电子商务,（海外）软件开发工程师  ,  上海贝尔   ,5/1/2007,5/1/2015,软件工程师  ,  华为   ,11/1/2005,5/1/2007,本科,计算机科学与技术,桂林理工大学（桂林工学院）,15000,19999,,96,18
29,5,男,上海,技术支持/维护工程师  ,  微软中国上海分工公司  ,11/1/2015,,技术支持/维护工程师,计算机软件,系统工程师  ,  微创软件   ,1/1/2014,11/1/2015,软件工程师  ,  文思海辉   ,3/1/2013,12/1/2013,硕士,计算机科学,Galway-Mayo Institute of Technology,,,,22,9
25,3,女,上海-浦东新区,学生实践  ,  我们的音乐故事专场演唱会  ,6/1/2014,6/1/2014,实习生,,学生实践  ,  钢筋混凝土课程设计   ,9/1/2013,11/1/2013,学生实践  ,  山西各大水库坝型的调查研究   ,6/1/2013,8/1/2013,本科,地质学,Newcastle University,6000,7999,0,2,2
25,6,女,上海-浦东新区,会计  ,  TAES Architects  ,5/1/2014,3/1/2015,会计,会计/审计,行政专员  ,  TAES Architects（   ,11/1/2013,4/1/2014,IT系统检测专员  ,  加拿大 Just Energy Corporation   ,5/1/2012,10/1/2013,本科,经济学类,加拿大多伦多大学,6000,7999,10,5,17
39,13,男,上海,信息系统监理工程师  ,  宝奥智库  ,3/1/2016,,信息技术经理/主管,计算机服务(系统、数据服务、维修),信息系统监理工程师  ,  上海浦东软件园评测中心   ,10/1/2013,3/1/2016,监理工程师  ,  上海优异科技有限公司   ,3/1/2011,9/1/2013,硕士,计算机网络,乌克兰国立工业大学,1500以下 ,,,29,30
29,7,男,上海,（海外）软件工程师  ,  日本先锋科技  ,5/1/2015,,软件工程师,计算机软件,软件测试  ,  浙江全优宝网络科技有限公司   ,7/1/2014,4/1/2015,汽车机构工程师  ,  吉利汽车研究院   ,9/1/2012,5/1/2013,本科,日语,安徽大学,10000,14999,,9,8
35,12,女,上海-宝山区,测试员  ,  上海象诺科技有限公司  ,8/1/2015,,测试员,互联网/电子商务,软件测试工程师  ,  上海复深蓝软件有限公司   ,2/1/2014,8/1/2015,客服专员/助理  ,  上海锐云信息技术有限公司   ,5/1/2011,12/1/2013,本科,信息与计算科学,上海师范大学,8000,9999,,18,31
24,3,女,上海-杨浦区,学生实践  ,  英国埃克塞特大学学术交流  ,5/1/2016,6/1/2016,实习生,,学生实践  ,  APEC车联网技术及其全球应用合作论坛   ,5/1/2014,5/1/2014,学生实践  ,  同济大学电信学院-10电气一支部-支部书记工作   ,9/1/2012,6/1/2014,硕士,电子信息工程,同济大学,3000,4499,1,0,21
26,1,男,上海-虹口区,软件工程师  ,  上海银行  ,5/1/2016,,软件工程师,银行,学生实践  ,  东软集团实训项目   ,2/1/2013,6/1/2013,,,,,硕士,计算机科学与技术类,早稻田大学IPS研究生院,10000,14999,,4,
38,14,女,上海-闵行区,测试主管  ,  上海诺诚电气股份有限公司  ,10/1/2015,,系统测试,通信/电信运营、增值服务,测试项目经理  ,  上海产业研究院   ,4/1/2013,10/1/2015,测试主管  ,  龙旗科技有限公司   ,2/1/2010,5/1/2013,本科,电子信息工程,上海华东理工大学,20000,24999,,30,39
31,6,男,上海-浦东新区,高级软件工程师  ,  EB汽车  ,12/1/2015,,高级软件工程师,计算机软件,软件测试工程师  ,  美满电子科技（上海）有限公司   ,6/1/2013,10/1/2015,软件测试  ,  上海于达信息技术有限公司   ,9/1/2011,6/1/2013,本科,摄影，动画,Dankook Universty,15000,19999,,28,21
31,7,女,上海-浦东新区,系统研发测试工程师  ,  上海无线通信研究中心  ,6/1/2010,,通信技术工程师,通信/电信/网络设备,,,,,,,,,硕士,电气信息类,澳大利亚悉尼大学,15000,19999,,,
35,12,男,上海-杨浦区,猎头/人才中介  ,  翰特咨询  ,8/1/2009,,猎头/人才中介,专业服务(咨询、人力资源、财会),（海外）经理助理  ,  希尔顿酒店   ,12/1/2006,9/1/2007,（海外）客服专员/助理  ,  NET COMMUNICATION SERVER   ,2/1/2006,9/1/2006,本科,计算机科学与技术,利兹城市大学,,,,9,7
33,12,男,上海-宝山区,系统管理员/网络管理员  ,  江西洪大集团  ,8/1/2008,7/1/2009,系统管理员/网络管理员,多元化业务集团公司,（海外）管理员  ,  美国菲尔蒙特酒店   ,11/1/2007,6/1/2008,售前/售后技术支持工程师  ,  江西省硕捷实业有限公司   ,9/1/2005,9/1/2006,硕士,电子信息科学类,阿伯泰邓迪大学,,,11,7,12
34,7,男,上海-浦东新区,Build Release Engineer  ,  Morgan Stanley  ,9/1/2014,,配置管理工程师,金融/投资/证券,Build Release Engineer  ,  leica geosystems   ,4/1/2013,9/1/2014,IT developer  ,"  mintel information consulting (shanghai) co., ltd.   ",7/1/2011,3/1/2013,硕士,计算机科学,Karlsruhe Institute of Technology,30000,39999,,17,20
27,7,女,上海,维护工程师  ,  博朗软件开发（上海）有限公司  ,7/1/2011,11/1/2012,软件工程师,计算机软件,软件测试  ,  上海胜略软件有限公司   ,10/1/2010,2/1/2011,,,,,本科,计算机科学与技术,法国马恩河谷大学,8000,9999,16,4,
36,10,男,上海-黄浦区,审计专员  ,  上海永达集团  ,9/1/2015,,审计专员/助理,会计/审计,（海外）审计专员/助理  ,  塔博曼集团   ,4/1/2015,7/1/2015,（海外）项目外包  ,  Kaydon Corporation   ,11/1/2012,4/1/2013,MBA,会计学,东密歇根大学，欧文商学院,10000,14999,,3,5
38,9,男,上海-徐汇区,软件测试  ,  上海中和软件  ,4/1/2008,,实习生,计算机软件,,,,,,,,,硕士,计算机信息管理,Charles Sturt University,15000,19999,,,
31,7,女,上海,软件工程师  ,  浙江网新恒天软件有限公司  ,3/1/2016,,软件工程师,计算机软件,测试工程师  ,  浙江网新恒天软件有限公司   ,11/1/2015,2/1/2016,测试工程师  ,  塔塔信息技术有限公司   ,3/1/2011,10/1/2015,硕士,朝鲜语,韩国建国大学,10000,14999,,3,55
24,4,男,上海-浦东新区,咨询师助理  ,  贝恩咨询  ,1/1/2013,3/1/2013,咨询员,专业服务(咨询、人力资源、财会),,,,,,,,,硕士,电子科学与技术,伍斯特理工,,,2,,
35,12,男,上海-浦东新区,软件测试经理  ,  展讯通信  ,5/1/2010,,其他,通信/电信/网络设备,Team Leader  ,  捷开通讯（ALCATEL mobile）   ,1/1/2007,5/1/2010,（海外）软件工程师  ,  Computer Science laboratory of Ecole des Mines de Douai   ,3/1/2006,9/1/2006,硕士,电子信息科学类,Artois University,,,,40,6
39,16,男,上海-徐汇区,软件测试经理  ,  花旗金融信息服务（中国）有限公司citigroup services and technology (china) limited.  ,3/1/2004,,品质经理,银行,软件工程师  ,  广东亚仿科技股份有限公司   ,7/1/2001,1/1/2004,,,,,本科,自动化,哈尔滨工程大学,40000,49999,,30,
24,3,女,上海-嘉定区,,,,,,,,,,,,,,,硕士,软件工程,帕维亚大学,10000,14999,,,
23,2,男,上海-闸北区,系统测试  ,  埃森哲（中国）有限公司闸北分公司  ,8/1/2015,11/1/2015,系统测试,计算机软件,,,,,,,,,本科,日语,南昌大学,4500,5999,3,,
22,1,男,上海-松江区,学生实践  ,  大陆泰密克汽车系统有限公司  ,10/1/2014,2/1/2015,实习生,,学生实践  ,  上海自动化仪表三厂   ,7/1/2014,8/1/2014,,,,,本科,电气信息类,华东理工大学,4500,5999,4,1,
23,2,男,上海-浦东新区,厨师学徒  ,  群馬県草津町スカイランドホテル  ,7/1/2015,10/1/2015,厨师助理/学徒,酒店/旅游,,,,,,,,,本科,日语,上海建桥学院,3000,4499,3,,
22,3,男,上海-浦东新区,学生实践  ,  上海联想有限公司 Android测试实习生  ,7/1/2015,8/1/2015,实习生,通信/电信运营、增值服务,软件测试  ,  联想（上海）有限公司   ,6/1/2015,8/1/2015,学生实践  ,  欧唯特信息技术有限公司 ITC实习   ,7/1/2014,8/1/2014,本科,计算机工程,Northeastern University,2000,2999,1,2,1
25,5,女,上海,售前/售后技术支持工程师  ,  文思海辉  ,12/1/2015,,售前/售后技术支持工程师,计算机服务(系统、数据服务、维修),大学/大专应届毕业生  ,  文华财经   ,4/1/2012,8/1/2012,,,,,本科,计算机科学,多伦多大学,6000,7999,,4,
38,13,男,国外,软件测试工程师  ,  wisewires  ,4/1/2011,,软件测试,计算机软件,网络工程师  ,  杭州华为三康技术有限公司   ,5/1/2005,6/1/2006,软件工程师  ,  方正科技集团股份有限公司   ,4/1/2005,4/1/2006,硕士,软件工程,Soongsil University,1500,1999,,13,12
33,0,男,武汉,软件测试  ,  北京微创软件公司  ,5/1/2008,12/1/2010,软件测试,计算机软件,互联网软件开发工程师  ,  上海群硕软件公司   ,9/1/2007,4/1/2008,,,,,硕士,管理科学,澳大利亚皇家墨尔本理工大学,4500,5999,31,7,
25,3,女,苏州,软件测试  ,  中软国际  ,10/1/2015,5/1/2016,软件测试,,软件测试  ,  苏州青河科技有限公司   ,8/1/2014,8/1/2015,,,,,硕士,计算机科学与技术,上海理工大学,6000,7999,7,12,
23,0,男,厦门,软件测试  ,  上海创图网络科技股份有限公司  ,8/1/2015,9/1/2015,软件测试,互联网/电子商务,,,,,,,,,硕士,计算机科学,国立清华大学,,,1,,
21,2,女,国外,软件测试实习生  ,  上海易宝软件有限公司  ,6/1/2016,8/1/2016,软件测试,计算机软件,实习生  ,  “5050计划”加速器   ,7/1/2015,8/1/2015,,,,,本科,计算机工程,圣塔克拉拉大学,3000,4499,2,1,
23,0,女,北京-顺义区,软件测试工程师  ,  瞬联软件科技（北京）有限公司  ,3/1/2017,,软件测试,计算机软件,业务分析专员/助理  ,  迈恩德（北京）电子有限公司   ,12/1/2016,,（海外）信息技术专员  ,  TinyTinyEntertainment   ,7/1/2016,9/1/2016,硕士,信息管理和信息系统,谢菲尔德大学,10000,14999,,,2
